image_id,filename,image_sha256,source_image_id,source_filename,transform,transform_family,label_quartile,baseline_outcome,attractiveness_mean,identity_group,width,height,timestamp,outcome,refusal,cause,pose_warning,sil_retry,routing,attempted_route,final_route,model_scheduled,skin_frac,framing,person_frac,override,crop_side_px,crop_padding_fraction,crop_outside,gate_band,gate_tilt,gate_yaw,skel_symmetry,model_raw,geom_bp_m,geom_cv_m,geom_bp_f,geom_cv_f,geom_cues,public_score,bp,bp_continuous,bp_band,cv,cv_continuous,cv_band,sex,sex_conf,sex_source,reliability,tier0_ffmi,tier0_bf,crosscheck,storage_invariant
H030__brightness_70,H030__brightness_70.jpg,c2e361ce3ea5ea8555c6a892159efbbb7479c19a6d51e12ac9aef608b7d70843,H030,H030.jpg,brightness_70,lighting,3,scored,6.57,H030,961,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.969,,1987.2453,0.56611787,true,pass,0.0187,8.2,0.0157,37.094,48.91,61.95,78.89,82.16,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.09,6.50–8.44,7.00,7.09,6.50–8.44,unknown,64%,unconfirmed,,,,,true
H030__brightness_130,H030__brightness_130.jpg,9098c32e0f6d970e9d78dab719dc69103e135115806569804a9d6a4581db6767,H030,H030.jpg,brightness_130,lighting,3,scored,6.57,H030,961,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.971,,1991.3135,0.56788889,true,pass,0.0122,6.6,0.0142,39.843,49.00,62.09,79.66,82.89,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.40,6.69–10.00,7.50,7.40,6.69–10.00,unknown,57%,unconfirmed,,,,,true
H030__contrast_70,H030__contrast_70.jpg,293adab12aa1933eb5be3693a793ecdc61a265fefff81a5ae6ec8a54ef939cd6,H030,H030.jpg,contrast_70,lighting,3,scored,6.57,H030,961,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.970,,1988.6388,0.56672573,true,pass,0.0078,13.3,0.0081,37.039,48.93,62.01,78.91,82.23,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.09,6.50–8.43,7.00,7.09,6.50–8.43,unknown,60%,unconfirmed,,,,,true
H030__contrast_130,H030__contrast_130.jpg,fca6ded542c9bb9084635dcdbee4218f8004aa8beb03d919b72f2c1d117a2c94,H030,H030.jpg,contrast_130,lighting,3,scored,6.57,H030,961,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.974,,1997.1013,0.57038986,true,pass,0.0060,6.8,0.0126,37.997,49.25,62.14,78.16,81.68,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.13,6.53–8.66,7.00,7.13,6.53–8.66,unknown,65%,unconfirmed,,,,,true
H030__side_lighting,H030__side_lighting.jpg,8e8fecc23acc7afe7ad7b995f4eda3b2b929b9a88522c1d38696abbcae4a15c4,H030,H030.jpg,side_lighting,lighting,3,scored,6.57,H030,961,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.971,,1991.5571,0.56799458,true,pass,0.0168,12.6,0.0203,37.923,48.84,61.84,78.82,82.06,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.13,6.52–8.64,7.00,7.13,6.52–8.64,unknown,55%,unconfirmed,,,,,true
H030__jpeg_q35,H030__jpeg_q35.jpg,eaf7041d5e4c05d490c91f07a7f9038925661e2c6d5724713c3a3e546e85e1a8,H030,H030.jpg,jpeg_q35,jpeg,3,scored,6.57,H030,961,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.974,,1998.0662,0.57080469,true,pass,0.0166,13.2,0.0138,38.286,48.93,61.98,78.90,82.19,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.14,6.53–8.75,7.00,7.14,6.53–8.75,unknown,69%,unconfirmed,,,,,true
H030__rotate_3,H030__rotate_3.jpg,89939ec60bcc6fa4b88aefd711721ba28ddeb344f09865d1e4c4df21bdc82191,H030,H030.jpg,rotate_3,rotation_camera_like,3,scored,6.57,H030,961,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.972,,1992.6686,0.56847636,true,pass,0.0121,16.0,0.0357,41.024,48.37,61.27,78.12,81.14,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.46,6.73–10.00,7.50,7.46,6.73–10.00,unknown,53%,unconfirmed,,,,,true
H030__perspective_mild,H030__perspective_mild.jpg,62ae96e9f7a5be0262d8b8b7a93db32144b368ff540e0b0c76dddbf19994cc17,H030,H030.jpg,perspective_mild,rotation_camera_like,3,scored,6.57,H030,961,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.984,,2017.7513,0.57913823,true,pass,0.0240,11.6,0.0204,39.422,48.18,61.17,76.66,79.62,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.38,6.68–10.00,7.50,7.38,6.68–10.00,unknown,71%,unconfirmed,,,,,true
H030__gaussian_blur_1_5,H030__gaussian_blur_1_5.jpg,ce9b2815fc0964047ec2483233c25a09cf7747847b27ab283fc86d4d55671eb2,H030,H030.jpg,gaussian_blur_1_5,rotation_camera_like,3,scored,6.57,H030,961,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.975,,1998.6898,0.57107245,true,pass,0.0114,1.5,0.0133,39.018,48.53,61.58,78.27,81.46,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.28,6.62–10.00,7.50,7.28,6.62–10.00,unknown,58%,unconfirmed,,,,,true
T130__original,T130__original.jpg,617aa882e6d147ac330f5e09eee689ce036794279761dc1646d5154d0a1be831,T130,T130.jpg,original,control,4,scored,6.58,T130,961,1783,,scored,,,,0,clothed→model,model,model,true,6%,full,0.949,,1946.7277,0.54786896,true,pass,0.0061,5.2,0.0089,37.501,53.91,65.87,79.31,80.17,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.11,6.51–8.53,7.00,7.11,6.51–8.53,unknown,58%,unconfirmed,,,,,true
T130__mirror,T130__mirror.jpg,f87abbb2966e57c22d3fcfdaff20987aa7f1e74106ba9fa282386f0552465776,T130,T130.jpg,mirror,mirror,4,scored,6.58,T130,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.949,,1945.9914,0.54752678,true,pass,0.0106,0.0,0.0232,40.160,54.41,66.16,78.94,79.06,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.42,6.70–10.00,7.50,7.42,6.70–10.00,f,,guess,,,,,true
T130__crop_center_10,T130__crop_center_10.jpg,750266c215ad468268ba2a2cb878c2ffe6be046665eb8e20978dc203da2b2d4f,T130,T130.jpg,crop_center_10,crop,4,scored,6.58,T130,769,1427,,scored,,,,0,clothed→geometry,geometry,geometry,false,10%,torso,1.000,framing,1641.0500,0.59251964,true,degraded,0.0226,22.1,,,53.38,65.40,64.18,68.82,whr+vTaper+shoulderHip,6.50–6.50,6.50–6.50,6.33–6.74,4.86–10.00,6.50–6.50,6.33–6.74,4.86–10.00,unknown,65%,unconfirmed,non-standard framing: the photo is cropped above the feet — the score scale was calibrated on full-body shots — scored anyway at reduced accuracy,,,,true
T130__crop_legs_20,T130__crop_legs_20.jpg,b384f69ce20763fc20cbf435618721f5c166be78a043916f63f82d35690390ab,T130,T130.jpg,crop_legs_20,crop,4,scored,6.58,T130,961,1426,,scored,,,,0,clothed→geometry,geometry,geometry,false,8%,torso,1.000,framing,1639.9000,0.49042492,true,degraded,0.0138,8.2,,,46.55,60.41,75.15,78.30,whr+vTaper+shoulderHip,7.50,7.50,7.30,5.50–10.00,7.50,7.30,5.50–10.00,f,,guess,non-standard framing: the photo is cropped above the feet — the score scale was calibrated on full-body shots — scored anyway at reduced accuracy,,,,true
T130__pad_wide_black,T130__pad_wide_black.jpg,a34e81d0bb741defeb79082a7b99c4ff37f11b593138df7e5af25b72e2e3e15e,T130,T130.jpg,pad_wide_black,padding_aspect,4,scored,6.58,T130,1345,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.950,,1948.4297,0.36830977,true,pass,0.0214,6.9,0.0209,40.263,52.07,65.55,46.40,42.40,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.42,6.71–10.00,7.50,7.42,6.71–10.00,f,,guess,,,,,true
T130__pad_tall_black,T130__pad_tall_black.jpg,a7fc08dca6c72010e5cf8fa6fa751369da9c5d60de4d23bc460b8c3f729d202c,T130,T130.jpg,pad_tall_black,padding_aspect,4,scored,6.58,T130,961,2318,,scored,,,,0,clothed→model,model,model,true,2%,full,0.765,,2038.3487,0.52853994,true,pass,0.0198,3.1,0.0184,41.138,51.90,63.59,78.00,78.34,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.47,6.73–10.00,7.50,7.47,6.73–10.00,unknown,63%,unconfirmed,,,,,true
T130__canvas_light_gray,T130__canvas_light_gray.jpg,4c0ec4a949f3547c2249409b167ad43324b358913a979e6d425b81eb63a0b6c4,T130,T130.jpg,canvas_light_gray,background_canvas,4,scored,6.58,T130,1201,2229,,scored,,,,0,clothed→model,model,model,true,3%,full,0.766,,1963.1978,0.38824299,true,pass,0.0072,9.5,0.0059,40.657,51.75,63.14,76.30,76.30,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.44,6.72–10.00,7.50,7.44,6.72–10.00,f,85%,model,,,,,true
T130__aspect_squeeze_80,T130__aspect_squeeze_80.jpg,fcd14be4f81509b79bdb46ab5c55deb86428074ac23f85b1b8ef7b3cce91da40,T130,T130.jpg,aspect_squeeze_80,padding_aspect,4,scored,6.58,T130,769,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.907,,1860.1792,0.60388302,true,pass,0.0241,13.8,0.0214,50.066,55.44,66.84,77.02,78.73,whr+vTaper+shoulderHip+legTorso+symmetry,9.00,9.00,8.86,7.16–10.00,9.00,8.86,7.16–10.00,m,79%,model,,,,,true
T130__resolution_256,T130__resolution_256.jpg,a633a46603c4a8315af9491eb428582d12eb4f849af276344c49297d2a7b4e33,T130,T130.jpg,resolution_256,resolution,4,scored,6.58,T130,138,256,,scored,,,,0,clothed→model,model,model,true,9%,full,0.957,,281.6965,0.55479886,true,pass,0.0231,10.1,0.0188,39.505,55.31,66.77,77.26,78.64,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.39,6.68–10.00,7.50,7.39,6.68–10.00,f,,guess,,,,,true
T130__brightness_70,T130__brightness_70.jpg,d5a403fc55959c4514745e46686bfa4fed2edf5bbd9c34815658d2c80eb9c10c,T130,T130.jpg,brightness_70,lighting,4,scored,6.58,T130,961,1783,,scored,,,,0,clothed→model,model,model,true,6%,full,0.950,,1948.6186,0.54874603,true,pass,0.0093,0.4,0.0186,42.730,53.69,65.40,78.36,79.24,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.75,6.87–10.00,7.50,7.75,6.87–10.00,unknown,57%,unconfirmed,,,,,true
T130__brightness_130,T130__brightness_130.jpg,051486c400c2601f9d7e1b6d60f39ac57f3bb496761c654db399ee838f57412e,T130,T130.jpg,brightness_130,lighting,4,scored,6.58,T130,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.946,,1938.9112,0.54421620,true,pass,0.0061,8.1,0.0131,39.606,54.13,65.98,78.65,80.55,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.39,6.69–10.00,7.50,7.39,6.69–10.00,f,,guess,,,,,true
T130__contrast_70,T130__contrast_70.jpg,3e28e718a35430f4c10cb5c4bab4eb9a9ddcba64e625d91e8f1871a422a5c34b,T130,T130.jpg,contrast_70,lighting,4,scored,6.58,T130,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.965,,1978.6032,0.56231937,true,pass,0.0037,2.9,0.0137,39.193,54.08,65.89,78.74,79.73,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.34,6.66–10.00,7.50,7.34,6.66–10.00,f,,guess,,,,,true
T130__contrast_130,T130__contrast_130.jpg,c64b1fcfe22ea001fe69b7c727935640fe145519a118f6b6165a7525eec00558,T130,T130.jpg,contrast_130,lighting,4,scored,6.58,T130,961,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.943,,1933.4985,0.54166074,true,pass,0.0154,3.2,0.0261,39.012,54.55,66.07,77.70,78.95,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.28,6.62–10.00,7.50,7.28,6.62–10.00,f,,guess,,,,,true
T130__side_lighting,T130__side_lighting.jpg,080cab5a47679e823106ca217d5cc5117c3cce3d18d660d29597deb31724b6a3,T130,T130.jpg,side_lighting,lighting,4,scored,6.58,T130,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.949,,1946.1904,0.54761930,true,pass,0.0203,12.3,0.0221,37.740,53.77,65.77,79.87,80.53,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.12,6.52–8.59,7.00,7.12,6.52–8.59,f,,guess,,,,,true
T130__jpeg_q35,T130__jpeg_q35.jpg,2401d4efd84259e672003feab0dd9a8a5db96adf3b4a2e047c4d84c6e462820d,T130,T130.jpg,jpeg_q35,jpeg,4,scored,6.58,T130,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.948,,1944.7600,0.54695358,true,pass,0.0044,2.8,0.0068,42.838,54.01,66.00,79.41,80.30,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.77,6.88–10.00,8.00,7.77,6.88–10.00,unknown,57%,unconfirmed,,,,,true
T130__rotate_3,T130__rotate_3.jpg,7060e68cd705ae7b571009c1baeb14f5501447f4a98a6f0f26bb2a68aa0f4c81,T130,T130.jpg,rotate_3,rotation_camera_like,4,scored,6.58,T130,961,1783,,scored,,,,0,clothed→model,model,model,true,5%,full,0.965,,1978.9044,0.56245262,true,pass,0.0282,19.7,0.0534,39.584,52.91,64.34,77.97,77.99,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.39,6.69–10.00,7.50,7.39,6.69–10.00,unknown,59%,unconfirmed,,,,,true
T130__perspective_mild,T130__perspective_mild.jpg,ea50e617ccbbdf2edad51f5e6ce0553d96a3544a2d3df68932f888fa07f1f9e2,T130,T130.jpg,perspective_mild,rotation_camera_like,4,scored,6.58,T130,961,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.977,,2002.3813,0.57265251,true,pass,0.0309,13.2,0.0214,43.076,54.20,66.04,79.03,80.26,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.81,6.89–10.00,8.00,7.81,6.89–10.00,f,,guess,,,,,true
T130__gaussian_blur_1_5,T130__gaussian_blur_1_5.jpg,d612b4bde54b21c9fc91d7a5cb213b01931a96680de36657a948cf839d573611,T130,T130.jpg,gaussian_blur_1_5,rotation_camera_like,4,scored,6.58,T130,961,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.952,,1952.2148,0.55040702,true,pass,0.0102,0.4,0.0102,43.481,54.32,66.20,78.99,80.04,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.85,6.91–10.00,8.00,7.85,6.91–10.00,unknown,52%,unconfirmed,,,,,true
T070__original,T070__original.jpg,cdb58a76dc8d4defac0dcf338c02b563bc309bdb720989c737f4ad9a6e64dc4b,T070,T070.jpg,original,control,4,scored,7.94,T070,961,1783,,scored,,,,0,clothed→model,model,model,true,4%,full,0.964,,1977.0574,0.56163468,true,pass,0.0050,12.5,0.0130,37.886,56.02,67.17,75.66,77.13,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.13,6.52–8.63,7.00,7.13,6.52–8.63,unknown,59%,unconfirmed,,,,,true
T070__mirror,T070__mirror.jpg,a222a9e45a016271761a6646031c2d45c82dac7e23a6197bb5d17aab709f81f3,T070,T070.jpg,mirror,mirror,4,scored,7.94,T070,961,1783,,scored,,,,0,clothed→model,model,model,true,6%,full,0.971,,1990.2730,0.56743694,true,pass,0.0030,7.7,0.0226,41.383,56.79,67.64,74.35,76.73,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.50,6.75–10.00,7.50,7.50,6.75–10.00,unknown,51%,unconfirmed,,,,,true
T070__crop_center_10,T070__crop_center_10.jpg,827a13bd476f1e1afc70e60fbb199e062dd89bba3c15ac66811843c85cc42153,T070,T070.jpg,crop_center_10,crop,4,scored,7.94,T070,769,1427,,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,This body is too side-on for frontal width ratios. Use a front-facing photo.,0,,,,false,,,,,,,,profile,,,,,,,,,,,,,,,,,,,,,,,,true
T070__crop_legs_20,T070__crop_legs_20.jpg,fc0d35d755b172a69a65506aeb23673f86576c4184b92832a5c8e70ff00ca127,T070,T070.jpg,crop_legs_20,crop,4,scored,7.94,T070,961,1426,,scored,,,,0,clothed→geometry,geometry,geometry,false,5%,torso,1.000,framing,1639.9000,0.49042492,true,degraded,0.0159,9.0,,,48.70,62.01,71.75,74.93,whr+vTaper+shoulderHip,7.00,7.00,7.05,5.38–10.00,7.00,7.05,5.38–10.00,f,,guess,non-standard framing: the photo is cropped above the feet — the score scale was calibrated on full-body shots — scored anyway at reduced accuracy,,,,true
T070__pad_wide_black,T070__pad_wide_black.jpg,2bbe15402a203143207d4d0769a8883bb63e837ff8f7ab0197f66f32e928c530,T070,T070.jpg,pad_wide_black,padding_aspect,4,scored,7.94,T070,1345,1783,,scored,,,,0,clothed→model,model,model,true,5%,full,0.968,,1984.0544,0.39079076,true,pass,0.0105,4.1,0.0219,40.582,52.21,65.47,46.60,42.33,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.44,6.71–10.00,7.50,7.44,6.71–10.00,m,79%,model,,,,,true
T070__pad_tall_black,T070__pad_tall_black.jpg,f6c00319faa5a339a220049187ba13640a273f261b2c1967687975f46ccc8104,T070,T070.jpg,pad_tall_black,padding_aspect,4,scored,7.94,T070,961,2318,,scored,,,,0,clothed→model,model,model,true,2%,full,0.767,,2045.1993,0.53011914,true,pass,0.0069,3.9,0.0126,40.364,55.47,66.83,76.52,78.33,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.43,6.71–10.00,7.50,7.43,6.71–10.00,unknown,52%,unconfirmed,,,,,true
T070__canvas_light_gray,T070__canvas_light_gray.jpg,211756b1b6733d0ed632191d0c562b947f518222ba9d38e616f0228eb28a529e,T070,T070.jpg,canvas_light_gray,background_canvas,4,scored,7.94,T070,1201,2229,,scored,,,,0,clothed→model,model,model,true,4%,full,0.779,,1996.1508,0.39834204,true,pass,0.0169,9.8,0.0202,43.826,55.94,67.03,75.61,76.78,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.89,6.93–10.00,8.00,7.89,6.93–10.00,f,98%,model,,,,,true
T070__aspect_squeeze_80,T070__aspect_squeeze_80.jpg,0b33d67bdebffd1ff813312d04e388b442371ece3f4b5808467a451061a8f2e4,T070,T070.jpg,aspect_squeeze_80,padding_aspect,4,scored,7.94,T070,769,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.950,,1948.2671,0.63877260,true,pass,0.0229,16.1,0.0150,46.168,57.92,68.47,72.76,75.39,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,8.21,7.04–10.00,8.00,8.21,7.04–10.00,f,87%,model,,,,,true
T070__resolution_256,T070__resolution_256.jpg,06dd1518c2253f21390399318528fd8ae13ec7428ce91fac9cd034b91b62174f,T070,T070.jpg,resolution_256,resolution,4,scored,7.94,T070,138,256,,scored,,,,0,clothed→model,model,model,true,8%,full,0.966,,284.2646,0.56280657,true,pass,0.0060,6.6,0.0117,37.249,56.70,67.75,75.06,77.35,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.10,6.50–8.48,7.00,7.10,6.50–8.48,f,,guess,,,,,true
T070__brightness_70,T070__brightness_70.jpg,d7664f5caf952284d04672147ff298ede179e466cd53580a61c2d68afefb04db,T070,T070.jpg,brightness_70,lighting,4,scored,7.94,T070,961,1783,,scored,,,,0,clothed→model,model,model,true,5%,full,0.965,,1978.8115,0.56241154,true,pass,0.0066,7.6,0.0124,39.617,56.41,67.32,74.44,76.27,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.39,6.69–10.00,7.50,7.39,6.69–10.00,f,,guess,,,,,true
T070__brightness_130,T070__brightness_130.jpg,95517436782682ec444783676a5e58b4a3737ec70dd905e9b94c3735a0f675df,T070,T070.jpg,brightness_130,lighting,4,scored,7.94,T070,961,1783,,scored,,,,0,clothed→model,model,model,true,5%,full,0.961,,1971.0003,0.55893628,true,pass,0.0144,6.5,0.0133,44.806,56.30,67.49,75.94,77.46,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,8.01,6.97–10.00,8.00,8.01,6.97–10.00,unknown,56%,unconfirmed,,,,,true
T070__contrast_70,T070__contrast_70.jpg,eb4eb56b7027be71a59239887062b7fd13e24d17f202f23a46623302ed4fb44c,T070,T070.jpg,contrast_70,lighting,4,scored,7.94,T070,961,1783,,scored,,,,0,clothed→model,model,model,true,6%,full,0.964,,1977.4788,0.56182150,true,pass,0.0161,5.7,0.0100,39.612,56.44,67.53,75.11,77.52,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.39,6.69–10.00,7.50,7.39,6.69–10.00,f,,guess,,,,,true
T070__contrast_130,T070__contrast_130.jpg,d8eded0f2c6bd8cbcdbe08fce0e331117f6788e2542a0bf9e388d83831ac060b,T070,T070.jpg,contrast_130,lighting,4,scored,7.94,T070,961,1783,,scored,,,,0,clothed→model,model,model,true,5%,full,0.965,,1979.1920,0.56257976,true,pass,0.0133,6.6,0.0097,39.816,56.34,67.41,75.17,76.86,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.40,6.69–10.00,7.50,7.40,6.69–10.00,m,76%,model,,,,,true
T070__side_lighting,T070__side_lighting.jpg,f4e4559f5e964641ee0abecad054ebd819937a43e4e1680d5e551308d00c7963,T070,T070.jpg,side_lighting,lighting,4,scored,7.94,T070,961,1783,,scored,,,,0,clothed→model,model,model,true,4%,full,0.966,,1980.1881,0.56301971,true,pass,0.0188,9.9,0.0162,38.354,56.03,67.17,75.67,77.13,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.16,6.54–8.84,7.00,7.16,6.54–8.84,f,,guess,,,,,true
T070__jpeg_q35,T070__jpeg_q35.jpg,1d86737c521ba059c88be8efa30578f3908e79c7be1d3579c5c353df3cf0ca8b,T070,T070.jpg,jpeg_q35,jpeg,4,scored,7.94,T070,961,1783,,scored,,,,0,clothed→model,model,model,true,5%,full,0.959,,1967.3659,0.55730515,true,pass,0.0048,14.6,0.0064,39.868,56.78,67.80,74.82,76.74,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.41,6.69–10.00,7.50,7.41,6.69–10.00,f,,guess,,,,,true
T070__rotate_3,T070__rotate_3.jpg,c85362492de71656e0349e81e3b25768a1704e1af670f38d18392627072262d0,T070,T070.jpg,rotate_3,rotation_camera_like,4,scored,7.94,T070,961,1783,,scored,,,,0,clothed→model,model,model,true,2%,full,0.974,,1996.3172,0.57005230,true,pass,0.0234,4.1,0.0403,41.086,55.03,66.08,75.35,78.10,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.47,6.73–10.00,7.50,7.47,6.73–10.00,unknown,52%,unconfirmed,,,,,true
T070__perspective_mild,T070__perspective_mild.jpg,d403ee91792df251f7bf632de3858d00b3d9addceb63036081525be63410fee0,T070,T070.jpg,perspective_mild,rotation_camera_like,4,scored,7.94,T070,961,1783,,scored,,,,0,clothed→model,model,model,true,5%,full,0.984,,2018.2968,0.57936573,true,pass,0.0165,7.0,0.0303,40.249,56.19,67.11,74.71,77.47,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.42,6.71–10.00,7.50,7.42,6.71–10.00,unknown,61%,unconfirmed,,,,,true
T070__gaussian_blur_1_5,T070__gaussian_blur_1_5.jpg,cddfc761f1e87ce2df5cae30007e40c6d8164086f855a44406f14511eb695250,T070,T070.jpg,gaussian_blur_1_5,rotation_camera_like,4,scored,7.94,T070,961,1783,,scored,,,,0,clothed→model,model,model,true,6%,full,0.968,,1983.9406,0.56467120,true,pass,0.0119,10.7,0.0208,39.102,56.56,67.45,74.60,76.40,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.30,6.63–10.00,7.50,7.30,6.63–10.00,unknown,54%,unconfirmed,,,,,true
T040__original,T040__original.jpg,5ac0432ba7fac4d94e3b524b52974f60ba1bae3bd32d9d8cab504efb6166b4b6,T040,T040.jpg,original,control,4,scored,8.29,T040,961,1783,,scored,,,,0,clothed→model,model,model,true,3%,full,0.971,,1991.9373,0.56815948,true,pass,0.0097,13.6,0.0098,39.748,56.91,67.69,73.50,76.55,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.40,6.69–10.00,7.50,7.40,6.69–10.00,unknown,59%,unconfirmed,,,,,true
T040__mirror,T040__mirror.jpg,6a3777058aa870e703691583a5bfe6715a44d4701b1aa6661204fe0e7de55cee,T040,T040.jpg,mirror,mirror,4,scored,8.29,T040,961,1783,,scored,,,,0,clothed→model,model,model,true,5%,full,0.970,,1988.7474,0.56677302,true,pass,0.0033,9.4,0.0194,41.250,57.57,68.18,73.06,75.91,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.48,6.74–10.00,7.50,7.48,6.74–10.00,f,,guess,,,,,true
T040__crop_center_10,T040__crop_center_10.jpg,e56c2398008ade09925aabc21424f10afb2e069e1ae2d0383488c1ec6056e23d,T040,T040.jpg,crop_center_10,crop,4,scored,8.29,T040,769,1427,,scored,,,,0,clothed→geometry,geometry,geometry,false,9%,torso,1.000,framing,1641.0500,0.59251964,true,degraded,0.0077,13.2,,,54.42,66.04,62.63,69.04,whr+vTaper+shoulderHip,6.50–6.50,6.50–6.50,6.37–6.70,4.90–10.00,6.50–6.50,6.37–6.70,4.90–10.00,unknown,57%,unconfirmed,non-standard framing: the photo is cropped above the feet — the score scale was calibrated on full-body shots — scored anyway at reduced accuracy,,,,true
T040__crop_legs_20,T040__crop_legs_20.jpg,53eebf25f808db813c3c3784694dd4a6d2691117e93e29fa706a7d6aa6bea187,T040,T040.jpg,crop_legs_20,crop,4,scored,8.29,T040,961,1426,,scored,,,,0,clothed→geometry,geometry,geometry,false,6%,torso,1.000,framing,1639.9000,0.49042492,true,degraded,0.0106,9.1,,,50.67,63.28,67.32,73.40,whr+vTaper+shoulderHip,6.00–7.00,6.00–7.00,6.22–6.88,4.76–10.00,6.00–7.00,6.22–6.88,4.76–10.00,unknown,62%,unconfirmed,non-standard framing: the photo is cropped above the feet — the score scale was calibrated on full-body shots — scored anyway at reduced accuracy,,,,true
T040__pad_wide_black,T040__pad_wide_black.jpg,6879f7d7c5fe391037b0d94aeb206a7fc1f52b5e12e0beb36c189fd203e169dd,T040,T040.jpg,pad_wide_black,padding_aspect,4,scored,8.29,T040,1345,1783,,scored,,,,0,clothed→model,model,model,true,4%,full,0.972,,1993.7617,0.39670858,true,pass,0.0043,4.3,0.0220,39.592,54.20,66.82,48.73,43.71,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.39,6.69–10.00,7.50,7.39,6.69–10.00,unknown,52%,unconfirmed,,,,,true
